Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
W\00006,Box Logo Graphic Shoes,SS25,176.99,Shoes,36,398,198,Box Logo,Women,Khaki,0,numeric,0.332
S-00023,Patch Stripe T-Shirt,SS25,43.99,T-Shirt,XL,94,24,Patch,Men,Black Beauty,0,alpha,0.203
L-00022,Circular Sweatshirt,FS24,111.99,Sweatshirt,XXL,76,476,Circular,Men,Pale Mint,20,alpha,0.862
WM-00011,Tribe Stretch Shirt,FS24,134.99,Shirt,XL,13,57,Tribe,Women,Green Lichen,25,alpha,0.814
N-00010,Tribe Quilted Shorts,FS24,86.99,Shorts,XXL,178,251,Tribe,Men,Free Blue,20,alpha,0.585
P-00022,Iconic Stripe Pants,FS24,108.99,Pants,XXL,109,255,Iconic,Men,Green Lichen,15,alpha,0.701
S-00024,Rainforest Stripe T-Shirt,FS24,45.99,T-Shirt,XS,108,391,Rainforest,Men,Free Blue,10,alpha,0.784
WM-00012,Tribe Shirt,SS25,132.99,Shirt,XXL,148,34,Tribe,Women,Bright Red,0,alpha,0.187
WPS-00013,Geographic Stretch Polo,FS24,68.99,Polo,L,16,281,Geographic,Women,Snow White,20,alpha,0.946
N-00011,Tribe Shorts,SS25,68.99,Shorts,S,349,96,Tribe,Men,Yellow Sunshine,0,alpha,0.216
P-00023,Patch Graphic Pants,FS24,106.99,Pants,XXL,72,296,Patch,Men,Yellow Sunshine,20,alpha,0.804
P-00024,Geographic Half-Zip Pants,FS24,151.99,Pants,XXL,90,198,Geographic,Men,Caviar,20,alpha,0.688
PS-00018,Patch Polo,SS25,98.99,Polo,XL,32,35,Patch,Men,Blue Marine,0,alpha,0.522
L-00023,Rainforest Sweatshirt,SS25,157.99,Sweatshirt,L,290,60,Rainforest,Men,Navy,0,alpha,0.171
P-00025,Circular Print Pants,FS24,140.99,Pants,L,35,523,Circular,Men,Green Lichen,50,alpha,0.937
W\00007,Cresta Logo Shoes,SS25,187.99,Shoes,36,349,54,Cresta,Women,Free Blue,0,numeric,0.134
P-00026,Circular Logo Pants,FS24,122.99,Pants,XS,77,485,Circular,Men,Old Rose,10,alpha,0.863
L-00024,Tribe Print Sweatshirt,FS24,169.99,Sweatshirt,XXL,59,135,Tribe,Men,Yellow Sunshine,20,alpha,0.696
WS-00020,Circular Stretch T-Shirt,SS25,43.99,T-Shirt,XXL,279,80,Circular,Women,Green Lichen,0,alpha,0.223
N-00012,Patch Heritage Shorts,SS25,93.99,Shorts,L,335,31,Patch,Men,Orange Tangerine,0,alpha,0.085
S-00025,Box Logo T-Shirt,SS25,85.99,T-Shirt,XXL,200,89,Box Logo,Men,Old Rose,0,alpha,0.308
N-00013,Rainforest Logo Shorts,FS24,62.99,Shorts,XXL,44,281,Rainforest,Men,Bright Red,20,alpha,0.865
WV-00004,Sun-Lover Logo Swimwear,SS25,64.99,Swimwear,M,454,54,Sun-Lover,Women,Petit Four,0,alpha,0.106
P-00027,Patch Stretch Pants,FS24,103.99,Pants,XL,38,362,Patch,Men,Olive,25,alpha,0.905
P-00028,Morgex Stretch Pants,SS25,106.99,Pants,XXL,133,27,Morgex,Men,Olive,0,alpha,0.169
WS-00021,Geographic Stripe T-Shirt,FS24,70.99,T-Shirt,S,176,297,Geographic,Women,Stone Grey,20,alpha,0.628
P-00029,Geographic Pants,SS25,125.99,Pants,L,183,48,Geographic,Men,Petit Four,0,alpha,0.208
WL-00027,Patch Print Sweatshirt,FS24,165.99,Sweatshirt,L,152,394,Patch,Women,Black Beauty,15,alpha,0.722
PS-00019,Geographic Polo,FS24,100.99,Polo,XS,39,275,Geographic,Men,Yellow Sunshine,25,alpha,0.876
WV-00005,Sun-Lover Quilted Swimwear,SS25,50.99,Swimwear,L,235,58,Sun-Lover,Women,Yellow Sunshine,0,alpha,0.198
WBackpackPatch-0001,Patch Backpack,FS24,34.99,Accessories,One Size,28,226,Patch,Women,Green Lichen,30,alpha,0.89
WL-00028,Circular Sweatshirt,SS25,120.99,Sweatshirt,S,273,126,Circular,Women,Grey Melange,0,alpha,0.316
WL-00029,Morgex Sweatshirt,FS24,106.99,Sweatshirt,XL,30,431,Morgex,Women,Navy,40,alpha,0.935
P-00030,Morgex Stripe Pants,FS24,100.99,Pants,XS,77,490,Morgex,Men,Burgundy,20,alpha,0.864
P-00031,Rainforest Heritage Pants,FS24,100.99,Pants,XXL,38,368,Rainforest,Men,Orange Tangerine,25,alpha,0.906
WL-00030,Box Logo Sweatshirt,SS25,152.99,Sweatshirt,XXL,81,86,Box Logo,Women,White Whisper,0,alpha,0.515
S-00026,Circular T-Shirt,SS25,53.99,T-Shirt,XXL,289,31,Circular,Men,Beige Sand,0,alpha,0.097
WM-00013,Geographic Stripe Shirt,FS24,113.99,Shirt,XXL,21,112,Geographic,Women,White Whisper,25,alpha,0.842
WM-00014,Circular Shirt,FS24,95.99,Shirt,L,46,99,Circular,Women,Bright White,10,alpha,0.683
W\00008,Trail Half-Zip Shoes,SS25,156.99,Shoes,36,31,17,Trail,Women,Burgundy,0,numeric,0.354
WS-00022,Tribe Quilted T-Shirt,SS25,73.99,T-Shirt,L,256,237,Tribe,Women,Burgundy,0,alpha,0.481
WS-00023,Iconic T-Shirt,FS24,54.99,T-Shirt,L,98,195,Iconic,Women,Bright Red,20,alpha,0.666
S-00028,Morgex Logo T-Shirt,FS24,66.99,T-Shirt,XL,144,297,Morgex,Men,Black Beauty,15,alpha,0.673
S-00029,Tribe Half-Zip T-Shirt,FS24,74.99,T-Shirt,L,26,86,Tribe,Men,Orange Tangerine,10,alpha,0.768
ScarfPatch-0001,Patch Scarf,FS24,91.99,Accessories,One Size,91,323,Patch,Men,Bright White,30,alpha,0.78
S-00030,Iconic Logo T-Shirt,SS25,50.99,T-Shirt,XS,39,41,Iconic,Men,Black Beauty,0,alpha,0.512
WCapMorgex-0001,Morgex Cap,FS24,70.99,Accessories,One Size,132,457,Morgex,Women,Burgundy,20,alpha,0.776
WS-00024,Iconic Stretch T-Shirt,SS25,68.99,T-Shirt,S,289,151,Iconic,Women,Stone Grey,0,alpha,0.343
N-00014,Iconic Logo Shorts,FS24,52.99,Shorts,S,8,120,Iconic,Men,Navy,30,alpha,0.938
S-00031,Box Logo T-Shirt,SS25,34.99,T-Shirt,XS,44,7,Box Logo,Men,Navy,0,alpha,0.137
ToteBagMorgex-0001,Morgex Tote Bag,FS24,118.99,Accessories,One Size,20,140,Morgex,Men,Grey Melange,15,alpha,0.875
WL-00031,Geographic Half-Zip Sweatshirt,SS25,107.99,Sweatshirt,M,132,26,Geographic,Women,Free Blue,0,alpha,0.165
WL-00032,Box Logo Stripe Sweatshirt,SS25,140.99,Sweatshirt,L,166,27,Box Logo,Women,Forest Green,0,alpha,0.14
WWaistBagCircular-0001,Circular Waist Bag,FS24,111.99,Accessories,One Size,33,284,Circular,Women,Forest Green,15,alpha,0.896
WL-00033,Box Logo Stripe Sweatshirt,SS25,99.99,Sweatshirt,XL,56,54,Box Logo,Women,Grey Melange,0,alpha,0.491
WL-00034,Tribe Print Sweatshirt,FS24,119.99,Sweatshirt,L,113,178,Tribe,Women,Yellow Sunshine,25,alpha,0.612
WBeaniePatch-0001,Patch Beanie,SS25,61.99,Accessories,One Size,223,202,Patch,Women,Burgundy,0,alpha,0.475
WN-00012,Tribe Graphic Shorts,FS24,94.99,Shorts,S,58,77,Tribe,Women,Snow White,50,alpha,0.57
WV-00006,Box Logo Graphic Swimwear,FS24,59.99,Swimwear,S,28,279,Box Logo,Women,White Whisper,25,alpha,0.909
WL-00035,Geographic Stretch Sweatshirt,FS24,162.99,Sweatshirt,XS,66,186,Geographic,Women,Yellow Sunshine,20,alpha,0.738
L-00026,Iconic Logo Sweatshirt,FS24,99.99,Sweatshirt,XXL,145,230,Iconic,Men,Grey Melange,30,alpha,0.613
P-00032,Circular Graphic Pants,SS25,127.99,Pants,XXL,204,14,Circular,Men,Stone Grey,0,alpha,0.064
M-00019,Tribe Shirt,FS24,99.99,Shirt,S,10,93,Tribe,Men,Blue Marine,10,alpha,0.903
WBeltCircular-0001,Circular Belt,SS25,93.99,Accessories,One Size,150,155,Circular,Women,Free Blue,0,alpha,0.508
S-00033,Tribe Stretch T-Shirt,FS24,91.99,T-Shirt,XS,71,94,Tribe,Men,Burgundy,30,alpha,0.57
WS-00025,Geographic Heritage T-Shirt,SS25,52.99,T-Shirt,XXL,234,227,Geographic,Women,White Whisper,0,alpha,0.492
WL-00037,Circular Quilted Sweatshirt,FS24,125.99,Sweatshirt,XL,69,527,Circular,Women,Bright White,15,alpha,0.884
GlovesPatch-0001,Patch Gloves,FS24,91.99,Accessories,M,98,126,Patch,Men,Orange Tangerine,20,alpha,0.562
PS-00021,Box Logo Logo Polo,FS24,75.99,Polo,S,41,324,Box Logo,Men,Forest Green,20,alpha,0.888
P-00033,Box Logo Heritage Pants,SS25,113.99,Pants,XL,473,122,Box Logo,Men,Free Blue,0,alpha,0.205
WL-00039,Tribe Heritage Sweatshirt,SS25,161.99,Sweatshirt,XS,31,9,Tribe,Women,Olive,0,alpha,0.225
P-00034,Patch Pants,FS24,107.99,Pants,S,51,527,Patch,Men,Grey Melange,10,alpha,0.912
WToteBagCircular-0001,Circular Tote Bag,SS25,62.99,Accessories,One Size,326,44,Circular,Women,Bright Red,0,alpha,0.119
S-00034,Rainforest Half-Zip T-Shirt,FS24,78.99,T-Shirt,XL,144,261,Rainforest,Men,Burgundy,15,alpha,0.644
WL-00040,Morgex Half-Zip Sweatshirt,SS25,94.99,Sweatshirt,S,231,209,Morgex,Women,Navy,0,alpha,0.475
N-00015,Geographic Quilted Shorts,FS24,63.99,Shorts,XL,8,138,Geographic,Men,Olive,40,alpha,0.945
S-00035,Tribe Quilted T-Shirt,FS24,86.99,T-Shirt,XS,101,282,Tribe,Men,Free Blue,15,alpha,0.736
WPS-00014,Iconic Polo,FS24,64.99,Polo,XXL,116,319,Iconic,Women,Free Blue,30,alpha,0.733
WM-00015,Circular Heritage Shirt,FS24,96.99,Shirt,L,103,167,Circular,Women,Orange Tangerine,20,alpha,0.619
S-00036,Morgex Stretch T-Shirt,FS24,38.99,T-Shirt,XS,16,198,Morgex,Men,Black Beauty,15,alpha,0.925
WS-00026,Iconic Quilted T-Shirt,FS24,94.99,T-Shirt,L,41,167,Iconic,Women,Old Rose,25,alpha,0.803
WM-00016,Patch Quilted Shirt,SS25,117.99,Shirt,L,263,65,Patch,Women,Beige Sand,0,alpha,0.198
WS-00027,Rainforest Stripe T-Shirt,SS25,34.99,T-Shirt,M,104,25,Rainforest,Women,Bright White,0,alpha,0.194
P-00035,Tribe Quilted Pants,SS25,110.99,Pants,S,156,182,Tribe,Men,Blue Marine,0,alpha,0.538
WL-00041,Circular Quilted Sweatshirt,FS24,105.99,Sweatshirt,M,171,426,Circular,Women,Orange Tangerine,40,alpha,0.714
WM-00017,Geographic Heritage Shirt,SS25,140.99,Shirt,M,259,50,Geographic,Women,Yellow Sunshine,0,alpha,0.162
WPS-00015,Iconic Logo Polo,FS24,101.99,Polo,L,10,92,Iconic,Women,Green Lichen,30,alpha,0.902
W\00009,Trail Logo Shoes,FS24,116.99,Shoes,37,73,96,Trail,Women,Blue Marine,15,numeric,0.568
S-00037,Tribe Stretch T-Shirt,SS25,50.99,T-Shirt,XL,98,10,Tribe,Men,Burgundy,0,alpha,0.093
L-00027,Morgex Print Sweatshirt,FS24,169.99,Sweatshirt,XS,189,280,Morgex,Men,Stone Grey,40,alpha,0.597
S-00038,Iconic Print T-Shirt,SS25,89.99,T-Shirt,M,200,192,Iconic,Men,Blue Marine,0,alpha,0.49
PS-00022,Rainforest Polo,SS25,89.99,Polo,M,420,31,Rainforest,Men,White Whisper,0,alpha,0.069
W\00010,Trail Stretch Shoes,FS24,91.99,Shoes,38,112,238,Trail,Women,White Whisper,40,numeric,0.68
V-00005,Box Logo Heritage Swimwear,SS25,63.99,Swimwear,S,300,68,Box Logo,Men,Blue Marine,0,alpha,0.185
M-00020,Tribe Print Shirt,SS25,146.99,Shirt,L,228,194,Tribe,Men,Yellow Sunshine,0,alpha,0.46
V-00006,Sun-Lover Graphic Swimwear,FS24,56.99,Swimwear,M,43,374,Sun-Lover,Men,White Whisper,10,alpha,0.897
L-00028,Iconic Heritage Sweatshirt,SS25,141.99,Sweatshirt,S,427,69,Iconic,Men,Pale Mint,0,alpha,0.139
\00009,Slate Graphic Shoes,SS25,203.99,Shoes,46,107,25,Slate,Men,Free Blue,0,numeric,0.189
WM-00018,Tribe Graphic Shirt,SS25,110.99,Shirt,XXL,318,141,Tribe,Women,Forest Green,0,alpha,0.307
\00010,Cresta Half-Zip Shoes,SS25,111.99,Shoes,45,40,8,Cresta,Men,Orange Tangerine,0,numeric,0.167
P-00036,Morgex Logo Pants,FS24,121.99,Pants,L,167,350,Morgex,Men,Snow White,30,alpha,0.677
L-00029,Iconic Graphic Sweatshirt,FS24,130.99,Sweatshirt,XL,37,113,Iconic,Men,Black Beauty,25,alpha,0.753
WM-00019,Patch Logo Shirt,FS24,122.99,Shirt,XXL,45,148,Patch,Women,Khaki,25,alpha,0.767
WPS-00016,Circular Quilted Polo,FS24,65.99,Polo,XXL,17,532,Circular,Women,Pale Mint,25,alpha,0.969
WPS-00017,Circular Logo Polo,SS25,109.99,Polo,M,370,217,Circular,Women,White Whisper,0,alpha,0.37
L-00030,Patch Sweatshirt,FS24,165.99,Sweatshirt,XXL,139,201,Patch,Men,Stone Grey,30,alpha,0.591
WS-00028,Geographic Logo T-Shirt,FS24,56.99,T-Shirt,S,97,257,Geographic,Women,Pale Mint,25,alpha,0.726
W\00011,Slate Quilted Shoes,SS25,95.99,Shoes,39,80,32,Slate,Women,Yellow Sunshine,0,numeric,0.286
L-00031,Rainforest Heritage Sweatshirt,FS24,104.99,Sweatshirt,S,70,310,Rainforest,Men,Bright White,30,alpha,0.816
S-00039,Box Logo T-Shirt,FS24,70.99,T-Shirt,S,65,476,Box Logo,Men,Yellow Sunshine,15,alpha,0.88
WN-00013,Circular Shorts,FS24,73.99,Shorts,L,18,60,Circular,Women,Burgundy,20,alpha,0.769
N-00016,Patch Shorts,SS25,92.99,Shorts,XS,246,48,Patch,Men,Stone Grey,0,alpha,0.163
W\00012,Cresta Graphic Shoes,FS24,94.99,Shoes,42,87,250,Cresta,Women,Caviar,15,numeric,0.742
L-00032,Circular Stretch Sweatshirt,SS25,156.99,Sweatshirt,M,201,31,Circular,Men,Pale Mint,0,alpha,0.134
\00011,Cresta Logo Shoes,SS25,105.99,Shoes,45,41,21,Cresta,Men,Forest Green,0,numeric,0.339
WS-00030,Box Logo Half-Zip T-Shirt,FS24,37.99,T-Shirt,XL,15,74,Box Logo,Women,Caviar,30,alpha,0.831
WP-00015,Iconic Heritage Pants,FS24,121.99,Pants,XL,71,125,Iconic,Women,Snow White,20,alpha,0.638
\00012,Cresta Heritage Shoes,SS25,102.99,Shoes,46,157,86,Cresta,Men,Navy,0,numeric,0.354
N-00017,Tribe Heritage Shorts,FS24,84.99,Shorts,XS,41,211,Tribe,Men,Free Blue,20,alpha,0.837
WL-00043,Box Logo Quilted Sweatshirt,SS25,167.99,Sweatshirt,XS,477,68,Box Logo,Women,Pale Mint,0,alpha,0.125
S-00040,Iconic Graphic T-Shirt,SS25,52.99,T-Shirt,L,476,39,Iconic,Men,Khaki,0,alpha,0.076
V-00007,Wave Swimwear,FS24,50.99,Swimwear,XS,5,44,Wave,Men,Free Blue,20,alpha,0.898
WP-00017,Patch Stretch Pants,FS24,136.99,Pants,XS,91,136,Patch,Women,Yellow Sunshine,30,alpha,0.599
M-00021,Circular Shirt,FS24,98.99,Shirt,S,4,96,Circular,Men,Orange Tangerine,25,alpha,0.96
WV-00008,Box Logo Half-Zip Swimwear,FS24,66.99,Swimwear,L,6,63,Box Logo,Women,Orange Tangerine,15,alpha,0.913
\00013,Trail Shoes,FS24,145.99,Shoes,43,35,69,Trail,Men,Orange Tangerine,10,numeric,0.663
PS-00023,Tribe Half-Zip Polo,FS24,108.99,Polo,XXL,37,100,Tribe,Men,Pale Mint,20,alpha,0.73
N-00018,Circular Shorts,SS25,90.99,Shorts,XS,293,264,Circular,Men,Bright White,0,alpha,0.474
\00014,Cresta Print Shoes,FS24,95.99,Shoes,42,59,209,Cresta,Men,Orange Tangerine,15,numeric,0.78
M-00022,Iconic Heritage Shirt,FS24,95.99,Shirt,L,158,339,Iconic,Men,Yellow Sunshine,30,alpha,0.682
GlovesBoxLogo-0002,Box Logo Gloves,FS24,90.99,Accessories,S,27,324,Box Logo,Men,Blue Marine,20,alpha,0.923
L-00033,Rainforest Stretch Sweatshirt,FS24,152.99,Sweatshirt,S,78,446,Rainforest,Men,Old Rose,30,alpha,0.851
M-00023,Iconic Stretch Shirt,SS25,127.99,Shirt,XS,229,109,Iconic,Men,Pale Mint,0,alpha,0.322
WM-00020,Geographic Shirt,SS25,136.99,Shirt,XXL,193,107,Geographic,Women,Orange Tangerine,0,alpha,0.357
S-00041,Circular Stretch T-Shirt,FS24,79.99,T-Shirt,S,20,130,Circular,Men,Beige Sand,30,alpha,0.867
S-00042,Iconic Heritage T-Shirt,FS24,42.99,T-Shirt,XL,10,34,Iconic,Men,Yellow Sunshine,25,alpha,0.773
S-00043,Rainforest T-Shirt,SS25,71.99,T-Shirt,XXL,154,17,Rainforest,Men,Stone Grey,0,alpha,0.099
P-00037,Patch Graphic Pants,FS24,120.99,Pants,XL,20,427,Patch,Men,Stone Grey,20,alpha,0.955
GlovesGeographic-0001,Geographic Gloves,FS24,114.99,Accessories,L,53,547,Geographic,Men,Bright White,25,alpha,0.912
P-00038,Tribe Quilted Pants,SS25,126.99,Pants,XL,192,201,Tribe,Men,Beige Sand,0,alpha,0.511
S-00044,Geographic Heritage T-Shirt,FS24,69.99,T-Shirt,M,78,389,Geographic,Men,Stone Grey,25,alpha,0.833
\00015,Box Logo Shoes,SS25,137.99,Shoes,40,58,36,Box Logo,Men,Black Beauty,0,numeric,0.383
S-00045,Geographic Graphic T-Shirt,FS24,78.99,T-Shirt,XS,33,215,Geographic,Men,Navy,15,alpha,0.867
S-00046,Iconic Print T-Shirt,SS25,75.99,T-Shirt,XXL,364,74,Iconic,Men,Olive,0,alpha,0.169
N-00019,Morgex Stripe Shorts,SS25,73.99,Shorts,L,168,192,Morgex,Men,Pale Mint,0,alpha,0.533
S-00047,Tribe Quilted T-Shirt,FS24,79.99,T-Shirt,XXL,55,361,Tribe,Men,Olive,30,alpha,0.868
L-00034,Tribe Sweatshirt,FS24,103.99,Sweatshirt,XXL,31,186,Tribe,Men,Navy,15,alpha,0.857
WS-00031,Morgex Graphic T-Shirt,FS24,88.99,T-Shirt,XL,14,31,Morgex,Women,Petit Four,15,alpha,0.689
WP-00018,Geographic Heritage Pants,SS25,127.99,Pants,XXL,371,35,Geographic,Women,Old Rose,0,alpha,0.086
P-00039,Geographic Stripe Pants,SS25,109.99,Pants,XL,406,190,Geographic,Men,Stone Grey,0,alpha,0.319
WS-00032,Tribe Half-Zip T-Shirt,FS24,47.99,T-Shirt,M,146,437,Tribe,Women,Pale Mint,20,alpha,0.75
WN-00014,Morgex Print Shorts,FS24,72.99,Shorts,XL,147,413,Morgex,Women,Petit Four,10,alpha,0.738
S-00048,Tribe Print T-Shirt,SS25,44.99,T-Shirt,XS,555,31,Tribe,Men,Old Rose,0,alpha,0.053
S-00049,Tribe Stripe T-Shirt,FS24,68.99,T-Shirt,S,15,98,Tribe,Men,Pale Mint,30,alpha,0.867
S-00050,Patch T-Shirt,SS25,37.99,T-Shirt,XS,199,98,Patch,Men,White Whisper,0,alpha,0.33
WL-00044,Morgex Stretch Sweatshirt,FS24,149.99,Sweatshirt,L,16,41,Morgex,Women,Snow White,20,alpha,0.719
WS-00033,Iconic T-Shirt,SS25,88.99,T-Shirt,XXL,197,209,Iconic,Women,Bright Red,0,alpha,0.515
S-00051,Morgex Heritage T-Shirt,SS25,82.99,T-Shirt,M,324,106,Morgex,Men,Olive,0,alpha,0.247
\00016,Slate Shoes,SS25,94.99,Shoes,40,302,141,Slate,Men,Black Beauty,0,numeric,0.318
WBucketHatPatch-0001,Patch Bucket Hat,FS24,84.99,Accessories,One Size,76,128,Patch,Women,Beige Sand,40,alpha,0.627
W\00013,Box Logo Half-Zip Shoes,FS24,161.99,Shoes,37,46,367,Box Logo,Women,Old Rose,25,numeric,0.889
P-00041,Geographic Pants,SS25,98.99,Pants,M,31,28,Geographic,Men,Petit Four,0,alpha,0.475
P-00042,Circular Graphic Pants,SS25,159.99,Pants,XS,300,296,Circular,Men,Bright Red,0,alpha,0.497
L-00036,Geographic Sweatshirt,FS24,131.99,Sweatshirt,XL,123,392,Geographic,Men,Free Blue,15,alpha,0.761
WS-00035,Box Logo T-Shirt,SS25,77.99,T-Shirt,XL,498,68,Box Logo,Women,Pale Mint,0,alpha,0.12
S-00053,Geographic T-Shirt,FS24,48.99,T-Shirt,L,91,219,Geographic,Men,Orange Tangerine,10,alpha,0.706
WS-00036,Patch Quilted T-Shirt,FS24,36.99,T-Shirt,XS,151,220,Patch,Women,Caviar,40,alpha,0.593
W\00014,Slate Stretch Shoes,SS25,140.99,Shoes,40,278,115,Slate,Women,Caviar,0,numeric,0.293
WS-00037,Iconic Stretch T-Shirt,SS25,85.99,T-Shirt,L,111,45,Iconic,Women,Pale Mint,0,alpha,0.288
WL-00045,Geographic Half-Zip Sweatshirt,FS24,110.99,Sweatshirt,XS,80,124,Geographic,Women,Burgundy,10,alpha,0.608
L-00038,Geographic Print Sweatshirt,SS25,117.99,Sweatshirt,M,296,159,Geographic,Men,White Whisper,0,alpha,0.349
WL-00046,Morgex Heritage Sweatshirt,SS25,154.99,Sweatshirt,L,180,34,Morgex,Women,Green Lichen,0,alpha,0.159
WM-00021,Geographic Heritage Shirt,FS24,127.99,Shirt,XXL,39,71,Geographic,Women,Olive,15,alpha,0.645
WM-00022,Tribe Shirt,FS24,96.99,Shirt,XL,38,489,Tribe,Women,Stone Grey,30,alpha,0.928
L-00039,Iconic Sweatshirt,FS24,163.99,Sweatshirt,XL,111,370,Iconic,Men,Green Lichen,25,alpha,0.769
WM-00023,Circular Half-Zip Shirt,FS24,128.99,Shirt,L,38,102,Circular,Women,Forest Green,30,alpha,0.729
PS-00024,Iconic Polo,FS24,109.99,Polo,XS,230,345,Iconic,Men,Navy,15,alpha,0.6
L-00040,Morgex Print Sweatshirt,FS24,164.99,Sweatshirt,L,200,334,Morgex,Men,Pale Mint,30,alpha,0.625
L-00041,Morgex Quilted Sweatshirt,FS24,111.99,Sweatshirt,L,22,139,Morgex,Men,Bright Red,30,alpha,0.863
L-00042,Geographic Stretch Sweatshirt,SS25,145.99,Sweatshirt,XL,81,12,Geographic,Men,Blue Marine,0,alpha,0.129
WCapIconic-0001,Iconic Cap,FS24,74.99,Accessories,One Size,36,69,Iconic,Women,Bright White,40,alpha,0.657
M-00024,Circular Shirt,FS24,91.99,Shirt,XL,145,401,Circular,Men,Caviar,25,alpha,0.734
S-00055,Morgex Print T-Shirt,SS25,66.99,T-Shirt,XL,178,99,Morgex,Men,Beige Sand,0,alpha,0.357
WS-00038,Iconic Half-Zip T-Shirt,FS24,92.99,T-Shirt,XL,120,276,Iconic,Women,Green Lichen,30,alpha,0.697
WV-00009,Sun-Lover Stripe Swimwear,FS24,55.99,Swimwear,M,226,332,Sun-Lover,Women,Yellow Sunshine,25,alpha,0.595
N-00020,Rainforest Shorts,FS24,79.99,Shorts,XS,128,176,Rainforest,Men,Pale Mint,40,alpha,0.579
P-00043,Tribe Pants,FS24,157.99,Pants,XL,107,202,Tribe,Men,Old Rose,40,alpha,0.654
S-00056,Patch Stretch T-Shirt,SS25,54.99,T-Shirt,L,132,131,Patch,Men,Green Lichen,0,alpha,0.498
PS-00025,Tribe Graphic Polo,SS25,79.99,Polo,S,210,41,Tribe,Men,Orange Tangerine,0,alpha,0.163
V-00008,Wave Quilted Swimwear,SS25,49.99,Swimwear,XS,350,194,Wave,Men,Bright White,0,alpha,0.357
N-00021,Box Logo Graphic Shorts,FS24,85.99,Shorts,L,202,340,Box Logo,Men,Orange Tangerine,25,alpha,0.627
N-00022,Circular Stripe Shorts,SS25,82.99,Shorts,XS,254,275,Circular,Men,Forest Green,0,alpha,0.52
L-00043,Patch Stretch Sweatshirt,FS24,141.99,Sweatshirt,L,150,300,Patch,Men,Grey Melange,20,alpha,0.667
WS-00042,Tribe Stripe T-Shirt,FS24,61.99,T-Shirt,XL,93,147,Tribe,Women,Blue Marine,30,alpha,0.612
PS-00026,Box Logo Polo,SS25,74.99,Polo,XXL,141,119,Box Logo,Men,Caviar,0,alpha,0.458
L-00044,Rainforest Graphic Sweatshirt,FS24,165.99,Sweatshirt,XL,173,219,Rainforest,Men,Old Rose,20,alpha,0.559
S-00057,Tribe Stretch T-Shirt,SS25,56.99,T-Shirt,M,397,165,Tribe,Men,Bright Red,0,alpha,0.294
N-00023,Circular Quilted Shorts,FS24,59.99,Shorts,S,105,280,Circular,Men,Olive,20,alpha,0.727
P-00044,Circular Heritage Pants,FS24,155.99,Pants,M,176,287,Circular,Men,Khaki,30,alpha,0.62
W\00015,Trail Shoes,FS24,184.99,Shoes,41,97,158,Trail,Women,Pale Mint,40,numeric,0.62
WS-00044,Geographic Graphic T-Shirt,FS24,81.99,T-Shirt,S,92,401,Geographic,Women,Green Lichen,20,alpha,0.813
S-00058,Box Logo Heritage T-Shirt,FS24,89.99,T-Shirt,M,21,497,Box Logo,Men,White Whisper,30,alpha,0.959
WL-00047,Rainforest Quilted Sweatshirt,SS25,152.99,Sweatshirt,XL,334,151,Rainforest,Women,Bright White,0,alpha,0.311
WP-00022,Patch Graphic Pants,SS25,145.99,Pants,XS,308,106,Patch,Women,Orange Tangerine,0,alpha,0.256
WS-00045,Geographic Heritage T-Shirt,FS24,78.99,T-Shirt,XS,171,357,Geographic,Women,Free Blue,20,alpha,0.676
N-00024,Tribe Stripe Shorts,FS24,76.99,Shorts,XL,113,182,Tribe,Men,Black Beauty,15,alpha,0.617
WN-00015,Circular Print Shorts,FS24,64.99,Shorts,XXL,105,213,Circular,Women,Forest Green,10,alpha,0.67
N-00025,Circular Graphic Shorts,SS25,57.99,Shorts,S,97,56,Circular,Men,Beige Sand,0,alpha,0.366
WP-00023,Rainforest Pants,FS24,157.99,Pants,XS,10,220,Rainforest,Women,Beige Sand,10,alpha,0.957
WPS-00018,Rainforest Polo,SS25,73.99,Polo,XS,459,86,Rainforest,Women,Black Beauty,0,alpha,0.158
M-00025,Rainforest Shirt,FS24,126.99,Shirt,XS,81,108,Rainforest,Men,Free Blue,25,alpha,0.571
WN-00016,Rainforest Shorts,SS25,73.99,Shorts,M,76,88,Rainforest,Women,Grey Melange,0,alpha,0.537
WP-00024,Rainforest Pants,SS25,147.99,Pants,S,354,219,Rainforest,Women,Forest Green,0,alpha,0.382
WS-00046,Morgex T-Shirt,SS25,80.99,T-Shirt,XXL,509,64,Morgex,Women,Old Rose,0,alpha,0.112
WL-00048,Patch Quilted Sweatshirt,SS25,124.99,Sweatshirt,XS,381,103,Patch,Women,White Whisper,0,alpha,0.213
WS-00047,Iconic Half-Zip T-Shirt,SS25,36.99,T-Shirt,XS,319,207,Iconic,Women,Caviar,0,alpha,0.394
S-00059,Tribe Quilted T-Shirt,FS24,55.99,T-Shirt,XL,43,58,Tribe,Men,Grey Melange,10,alpha,0.574
M-00026,Morgex Print Shirt,FS24,121.99,Shirt,XL,200,341,Morgex,Men,White Whisper,25,alpha,0.63
WPS-00019,Box Logo Stretch Polo,FS24,103.99,Polo,XS,90,194,Box Logo,Women,Burgundy,30,alpha,0.683
