name,product_category,collection_family,sex,color,size,price,sell_through,predicted_tier,recommended_discount,discount_reason
Patch Shorts,Shorts,Patch,Men,Stone Grey,XS,92.99,0.163,dead_stock,30,Clear before season end — 30% discount
Tribe Graphic Polo,Polo,Tribe,Men,Orange Tangerine,S,79.99,0.163,dead_stock,30,Clear before season end — 30% discount
Morgex Stripe Shirt,Shirt,Morgex,Men,Orange Tangerine,S,117.99,0.163,dead_stock,30,Clear before season end — 30% discount
Geographic Quilted Polo,Polo,Geographic,Women,Khaki,L,87.99,0.163,dead_stock,30,Clear before season end — 30% discount
Patch Graphic Shorts,Shorts,Patch,Men,Beige Sand,XL,89.99,0.165,dead_stock,30,Clear before season end — 30% discount
Patch Quilted Sweatshirt,Sweatshirt,Patch,Men,Olive,XXL,106.99,0.165,dead_stock,30,Clear before season end — 30% discount
Cresta Half-Zip Shoes,Shoes,Cresta,Men,Orange Tangerine,45,111.99,0.167,dead_stock,30,Clear before season end — 30% discount
Box Logo Half-Zip Shirt,Shirt,Box Logo,Men,Black Beauty,S,86.99,0.168,dead_stock,30,Clear before season end — 30% discount
Rainforest Shirt,Shirt,Rainforest,Men,Navy,XXL,130.99,0.168,dead_stock,30,Clear before season end — 30% discount
Morgex Stretch Pants,Pants,Morgex,Men,Olive,XXL,106.99,0.169,dead_stock,30,Clear before season end — 30% discount
Iconic Print T-Shirt,T-Shirt,Iconic,Men,Olive,XXL,75.99,0.169,dead_stock,30,Clear before season end — 30% discount
Cresta Graphic Shoes,Shoes,Cresta,Women,Green Lichen,39,191.99,0.169,dead_stock,30,Clear before season end — 30% discount
Tribe Shorts,Shorts,Tribe,Men,Burgundy,M,91.99,0.17,dead_stock,30,Clear before season end — 30% discount
Rainforest Sweatshirt,Sweatshirt,Rainforest,Men,Navy,L,157.99,0.171,dead_stock,30,Clear before season end — 30% discount
Rainforest Stretch Sweatshirt,Sweatshirt,Rainforest,Men,Navy,XXL,134.99,0.171,dead_stock,30,Clear before season end — 30% discount
Patch Graphic Shorts,Shorts,Patch,Women,Stone Grey,S,67.99,0.171,dead_stock,30,Clear before season end — 30% discount
Box Logo Stretch Shirt,Shirt,Box Logo,Men,Pale Mint,XS,135.99,0.172,dead_stock,30,Clear before season end — 30% discount
Circular T-Shirt,T-Shirt,Circular,Women,Pale Mint,XS,43.99,0.172,dead_stock,30,Clear before season end — 30% discount
Tribe Stripe Sweatshirt,Sweatshirt,Tribe,Women,Bright White,XS,131.99,0.173,dead_stock,30,Clear before season end — 30% discount
Iconic Logo Sweatshirt,Sweatshirt,Iconic,Women,Grey Melange,L,135.99,0.174,dead_stock,30,Clear before season end — 30% discount
Geographic Graphic Sweatshirt,Sweatshirt,Geographic,Women,Old Rose,M,160.99,0.175,dead_stock,30,Clear before season end — 30% discount
Tribe Logo Polo,Polo,Tribe,Women,Caviar,XS,73.99,0.176,dead_stock,30,Clear before season end — 30% discount
Iconic Shirt,Shirt,Iconic,Women,Olive,XL,136.99,0.176,dead_stock,30,Clear before season end — 30% discount
Iconic Half-Zip Shorts,Shorts,Iconic,Men,Grey Melange,XS,62.99,0.178,dead_stock,30,Clear before season end — 30% discount
Box Logo Heritage Swimwear,Swimwear,Box Logo,Men,Black Beauty,M,82.99,0.179,dead_stock,30,Clear before season end — 30% discount
Box Logo Graphic Sweatshirt,Sweatshirt,Box Logo,Women,Khaki,XS,100.99,0.181,dead_stock,30,Clear before season end — 30% discount
Circular Graphic Polo,Polo,Circular,Men,Free Blue,M,80.99,0.181,dead_stock,30,Clear before season end — 30% discount
Patch Stretch Shirt,Shirt,Patch,Women,Petit Four,XXL,96.99,0.181,dead_stock,30,Clear before season end — 30% discount
Patch Print Sweatshirt,Sweatshirt,Patch,Men,Free Blue,XXL,146.99,0.182,dead_stock,30,Clear before season end — 30% discount
Tribe Graphic Sweatshirt,Sweatshirt,Tribe,Women,Khaki,S,131.99,0.182,dead_stock,30,Clear before season end — 30% discount
Sun-Lover Stretch Swimwear,Swimwear,Sun-Lover,Women,Khaki,L,52.99,0.182,dead_stock,30,Clear before season end — 30% discount
Rainforest Logo Shorts,Shorts,Rainforest,Women,Olive,XS,83.99,0.183,dead_stock,30,Clear before season end — 30% discount
Geographic Stretch Polo,Polo,Geographic,Men,Bright Red,XXL,92.99,0.183,dead_stock,30,Clear before season end — 30% discount
Box Logo Print T-Shirt,T-Shirt,Box Logo,Women,White Whisper,M,40.99,0.184,dead_stock,30,Clear before season end — 30% discount
Box Logo Heritage Swimwear,Swimwear,Box Logo,Men,Blue Marine,S,63.99,0.185,dead_stock,30,Clear before season end — 30% discount
Box Logo Swimwear,Swimwear,Box Logo,Women,Blue Marine,M,51.99,0.186,dead_stock,30,Clear before season end — 30% discount
Tribe Shirt,Shirt,Tribe,Women,Bright Red,XXL,132.99,0.187,dead_stock,30,Clear before season end — 30% discount
Iconic Pants,Pants,Iconic,Women,Bright White,M,121.99,0.187,dead_stock,30,Clear before season end — 30% discount
Tribe Quilted Shorts,Shorts,Tribe,Men,Beige Sand,M,92.99,0.187,dead_stock,30,Clear before season end — 30% discount
Tribe Polo,Polo,Tribe,Women,Burgundy,XL,96.99,0.187,dead_stock,30,Clear before season end — 30% discount
Tribe Half-Zip Sweatshirt,Sweatshirt,Tribe,Women,Burgundy,M,95.99,0.188,dead_stock,30,Clear before season end — 30% discount
Slate Graphic Shoes,Shoes,Slate,Men,Free Blue,46,203.99,0.189,dead_stock,30,Clear before season end — 30% discount
Patch Logo T-Shirt,T-Shirt,Patch,Men,Pale Mint,XS,53.99,0.189,dead_stock,30,Clear before season end — 30% discount
Circular Polo,Polo,Circular,Women,Forest Green,XXL,96.99,0.19,dead_stock,30,Clear before season end — 30% discount
Patch Half-Zip Shirt,Shirt,Patch,Men,Orange Tangerine,L,91.99,0.19,dead_stock,30,Clear before season end — 30% discount
Morgex Graphic T-Shirt,T-Shirt,Morgex,Women,Khaki,XXL,40.99,0.19,dead_stock,30,Clear before season end — 30% discount
Morgex Bucket Hat,Accessories,Morgex,Men,Khaki,One Size,29.99,0.191,dead_stock,30,Clear before season end — 30% discount
Iconic Heritage Pants,Pants,Iconic,Women,Grey Melange,M,132.99,0.191,dead_stock,30,Clear before season end — 30% discount
Circular Stretch Shirt,Shirt,Circular,Women,Olive,M,127.99,0.191,dead_stock,30,Clear before season end — 30% discount
Rainforest Stripe T-Shirt,T-Shirt,Rainforest,Women,Bright White,M,34.99,0.194,dead_stock,30,Clear before season end — 30% discount
Patch Quilted Shirt,Shirt,Patch,Women,Beige Sand,L,117.99,0.198,dead_stock,30,Clear before season end — 30% discount
Iconic Socks,Accessories,Iconic,Men,Olive,One Size,75.99,0.198,dead_stock,30,Clear before season end — 30% discount
Wave Logo Swimwear,Swimwear,Wave,Women,Khaki,XXL,45.99,0.198,dead_stock,30,Clear before season end — 30% discount
Rainforest Bucket Hat,Accessories,Rainforest,Men,Navy,One Size,104.99,0.199,dead_stock,30,Clear before season end — 30% discount
Rainforest Graphic Shirt,Shirt,Rainforest,Men,Black Beauty,S,85.99,0.199,dead_stock,30,Clear before season end — 30% discount
Wave Graphic Swimwear,Swimwear,Wave,Women,Free Blue,XS,48.99,0.2,dead_stock,30,Clear before season end — 30% discount
Geographic Stripe Shirt,Shirt,Geographic,Men,Pale Mint,M,101.99,0.201,dead_stock,30,Clear before season end — 30% discount
Rainforest Print T-Shirt,T-Shirt,Rainforest,Men,Free Blue,XS,50.99,0.202,dead_stock,30,Clear before season end — 30% discount
Patch Stripe T-Shirt,T-Shirt,Patch,Men,Black Beauty,XL,43.99,0.203,dead_stock,30,Clear before season end — 30% discount
Box Logo Stretch Shorts,Shorts,Box Logo,Women,Forest Green,M,49.99,0.203,dead_stock,30,Clear before season end — 30% discount
Iconic Shorts,Shorts,Iconic,Men,Old Rose,S,88.99,0.203,dead_stock,30,Clear before season end — 30% discount
Morgex Stripe T-Shirt,T-Shirt,Morgex,Men,Old Rose,XS,65.99,0.203,dead_stock,30,Clear before season end — 30% discount
Tribe Heritage Polo,Polo,Tribe,Men,Orange Tangerine,S,70.99,0.203,dead_stock,30,Clear before season end — 30% discount
Rainforest Quilted Shorts,Shorts,Rainforest,Men,Snow White,L,62.99,0.205,dead_stock,30,Clear before season end — 30% discount
Morgex Logo Pants,Pants,Morgex,Women,Pale Mint,XL,94.99,0.206,dead_stock,30,Clear before season end — 30% discount
Circular Pants,Pants,Circular,Men,Khaki,S,147.99,0.207,dead_stock,30,Clear before season end — 30% discount
Box Logo Print Sweatshirt,Sweatshirt,Box Logo,Women,Khaki,XL,156.99,0.207,dead_stock,30,Clear before season end — 30% discount
Box Logo Belt,Accessories,Box Logo,Men,Olive,One Size,72.99,0.209,dead_stock,30,Clear before season end — 30% discount
Patch Print Polo,Polo,Patch,Men,Caviar,M,96.99,0.209,dead_stock,30,Clear before season end — 30% discount
Morgex Graphic T-Shirt,T-Shirt,Morgex,Women,Pale Mint,S,57.99,0.21,dead_stock,30,Clear before season end — 30% discount
Tribe Print Pants,Pants,Tribe,Women,Free Blue,L,97.99,0.212,dead_stock,30,Clear before season end — 30% discount
Patch Quilted Sweatshirt,Sweatshirt,Patch,Women,White Whisper,XS,124.99,0.213,dead_stock,30,Clear before season end — 30% discount
Wave Stripe Swimwear,Swimwear,Wave,Women,Olive,XL,50.99,0.215,dead_stock,30,Clear before season end — 30% discount
Cresta Quilted Shoes,Shoes,Cresta,Men,Green Lichen,42,195.99,0.215,dead_stock,30,Clear before season end — 30% discount
Tribe Shorts,Shorts,Tribe,Men,Yellow Sunshine,S,68.99,0.216,dead_stock,30,Clear before season end — 30% discount
Iconic Print Shorts,Shorts,Iconic,Men,Blue Marine,M,51.99,0.216,dead_stock,30,Clear before season end — 30% discount
Morgex Graphic Pants,Pants,Morgex,Women,Bright Red,XXL,97.99,0.217,dead_stock,30,Clear before season end — 30% discount
Circular Half-Zip Pants,Pants,Circular,Women,Navy,XS,130.99,0.218,dead_stock,30,Clear before season end — 30% discount
Box Logo Shorts,Shorts,Box Logo,Men,White Whisper,M,61.99,0.218,dead_stock,30,Clear before season end — 30% discount
Rainforest Heritage Pants,Pants,Rainforest,Men,Bright White,M,135.99,0.219,dead_stock,30,Clear before season end — 30% discount
Iconic Stripe Shirt,Shirt,Iconic,Women,Bright White,XXL,147.99,0.221,dead_stock,30,Clear before season end — 30% discount
Patch Heritage T-Shirt,T-Shirt,Patch,Women,Burgundy,XXL,41.99,0.221,dead_stock,30,Clear before season end — 30% discount
Circular Stretch T-Shirt,T-Shirt,Circular,Women,Green Lichen,XXL,43.99,0.223,dead_stock,30,Clear before season end — 30% discount
Morgex Print Sweatshirt,Sweatshirt,Morgex,Men,Black Beauty,M,158.99,0.224,dead_stock,30,Clear before season end — 30% discount
Geographic Graphic Polo,Polo,Geographic,Women,Blue Marine,XXL,84.99,0.224,dead_stock,30,Clear before season end — 30% discount
Circular Graphic Sweatshirt,Sweatshirt,Circular,Men,Free Blue,M,99.99,0.225,dead_stock,30,Clear before season end — 30% discount
Tribe Heritage Sweatshirt,Sweatshirt,Tribe,Women,Olive,XS,161.99,0.225,dead_stock,30,Clear before season end — 30% discount
Patch Stretch Shorts,Shorts,Patch,Women,Caviar,L,71.99,0.226,dead_stock,30,Clear before season end — 30% discount
Tribe Bucket Hat,Accessories,Tribe,Men,Grey Melange,One Size,65.99,0.226,dead_stock,30,Clear before season end — 30% discount
Rainforest Tote Bag,Accessories,Rainforest,Women,Forest Green,One Size,52.99,0.226,dead_stock,30,Clear before season end — 30% discount
Circular Pants,Pants,Circular,Women,Petit Four,XS,145.99,0.226,dead_stock,30,Clear before season end — 30% discount
Box Logo Graphic T-Shirt,T-Shirt,Box Logo,Men,Green Lichen,XXL,94.99,0.227,dead_stock,30,Clear before season end — 30% discount
Box Logo Quilted T-Shirt,T-Shirt,Box Logo,Women,Free Blue,XXL,49.99,0.228,dead_stock,30,Clear before season end — 30% discount
Tribe Logo Sweatshirt,Sweatshirt,Tribe,Women,Green Lichen,M,94.99,0.228,dead_stock,30,Clear before season end — 30% discount
Morgex Graphic Shirt,Shirt,Morgex,Women,Olive,L,107.99,0.232,dead_stock,30,Clear before season end — 30% discount
Morgex Quilted T-Shirt,T-Shirt,Morgex,Women,Stone Grey,M,57.99,0.233,dead_stock,30,Clear before season end — 30% discount
Box Logo Print T-Shirt,T-Shirt,Box Logo,Women,Pale Mint,XS,47.99,0.234,dead_stock,30,Clear before season end — 30% discount
Sun-Lover Heritage Swimwear,Swimwear,Sun-Lover,Women,Snow White,L,57.99,0.235,dead_stock,30,Clear before season end — 30% discount
Trail Graphic Shoes,Shoes,Trail,Women,Black Beauty,42,156.99,0.235,dead_stock,30,Clear before season end — 30% discount
Circular Quilted Shirt,Shirt,Circular,Men,Petit Four,L,128.99,0.236,dead_stock,30,Clear before season end — 30% discount
Patch Shirt,Shirt,Patch,Men,Blue Marine,S,142.99,0.236,dead_stock,30,Clear before season end — 30% discount
Tribe Print Shirt,Shirt,Tribe,Men,Green Lichen,XS,111.99,0.237,dead_stock,30,Clear before season end — 30% discount
Iconic Sweatshirt,Sweatshirt,Iconic,Men,Navy,S,137.99,0.237,dead_stock,30,Clear before season end — 30% discount
Geographic Socks,Accessories,Geographic,Men,Orange Tangerine,One Size,54.99,0.237,dead_stock,30,Clear before season end — 30% discount
Iconic Print T-Shirt,T-Shirt,Iconic,Men,Bright White,XS,81.99,0.238,dead_stock,30,Clear before season end — 30% discount
Circular Logo Pants,Pants,Circular,Women,Yellow Sunshine,XXL,153.99,0.238,dead_stock,30,Clear before season end — 30% discount
Cresta Shoes,Shoes,Cresta,Men,Stone Grey,45,185.99,0.239,dead_stock,30,Clear before season end — 30% discount
Sun-Lover Stripe Swimwear,Swimwear,Sun-Lover,Men,Olive,XXL,80.99,0.239,dead_stock,30,Clear before season end — 30% discount
Geographic Print Polo,Polo,Geographic,Women,Orange Tangerine,XS,76.99,0.24,dead_stock,30,Clear before season end — 30% discount
Circular Stripe Polo,Polo,Circular,Men,Bright White,S,78.99,0.241,dead_stock,30,Clear before season end — 30% discount
Tribe Graphic T-Shirt,T-Shirt,Tribe,Women,White Whisper,S,91.99,0.241,dead_stock,30,Clear before season end — 30% discount
Patch Half-Zip Sweatshirt,Sweatshirt,Patch,Women,Navy,XXL,105.99,0.242,dead_stock,30,Clear before season end — 30% discount
Circular Graphic Shorts,Shorts,Circular,Women,White Whisper,M,84.99,0.243,dead_stock,30,Clear before season end — 30% discount
Iconic Stretch Sweatshirt,Sweatshirt,Iconic,Women,Yellow Sunshine,S,165.99,0.243,dead_stock,30,Clear before season end — 30% discount
Geographic Half-Zip Shorts,Shorts,Geographic,Men,Old Rose,XL,91.99,0.244,dead_stock,30,Clear before season end — 30% discount
Tribe Heritage Shorts,Shorts,Tribe,Men,Orange Tangerine,M,76.99,0.246,dead_stock,30,Clear before season end — 30% discount
Iconic Stretch Pants,Pants,Iconic,Men,Black Beauty,XXL,107.99,0.246,dead_stock,30,Clear before season end — 30% discount
Morgex Heritage T-Shirt,T-Shirt,Morgex,Men,Olive,M,82.99,0.247,dead_stock,30,Clear before season end — 30% discount
Patch Stretch Sweatshirt,Sweatshirt,Patch,Women,White Whisper,M,112.99,0.248,dead_stock,30,Clear before season end — 30% discount
Circular Print Pants,Pants,Circular,Men,Khaki,XXL,132.99,0.249,dead_stock,30,Clear before season end — 30% discount
Iconic Quilted Polo,Polo,Iconic,Men,Old Rose,M,107.99,0.25,dead_stock,30,Clear before season end — 30% discount
Iconic Graphic Shorts,Shorts,Iconic,Men,Caviar,M,89.99,0.25,dead_stock,30,Clear before season end — 30% discount
Rainforest Stretch Pants,Pants,Rainforest,Men,Orange Tangerine,XXL,102.99,0.25,dead_stock,30,Clear before season end — 30% discount
Rainforest Half-Zip T-Shirt,T-Shirt,Rainforest,Women,Black Beauty,M,72.99,0.251,dead_stock,30,Clear before season end — 30% discount
Rainforest Stretch Sweatshirt,Sweatshirt,Rainforest,Women,Black Beauty,M,101.99,0.253,dead_stock,30,Clear before season end — 30% discount
Iconic Quilted Sweatshirt,Sweatshirt,Iconic,Women,Grey Melange,XL,102.99,0.254,dead_stock,30,Clear before season end — 30% discount
Circular Print Pants,Pants,Circular,Men,Navy,XS,108.99,0.254,dead_stock,30,Clear before season end — 30% discount
Morgex Polo,Polo,Morgex,Women,Stone Grey,M,82.99,0.255,dead_stock,30,Clear before season end — 30% discount
Patch Graphic Pants,Pants,Patch,Women,Orange Tangerine,XS,145.99,0.256,dead_stock,30,Clear before season end — 30% discount
Patch Print Shirt,Shirt,Patch,Women,Caviar,S,126.99,0.257,dead_stock,30,Clear before season end — 30% discount
Tribe Stripe T-Shirt,T-Shirt,Tribe,Men,Old Rose,XXL,69.99,0.258,dead_stock,30,Clear before season end — 30% discount
Rainforest Polo,Polo,Rainforest,Men,Bright White,XL,104.99,0.259,dead_stock,30,Clear before season end — 30% discount
Geographic Stretch Sweatshirt,Sweatshirt,Geographic,Women,Navy,L,139.99,0.259,dead_stock,30,Clear before season end — 30% discount
Patch Print T-Shirt,T-Shirt,Patch,Women,White Whisper,S,86.99,0.26,dead_stock,30,Clear before season end — 30% discount
Tribe Shirt,Shirt,Tribe,Women,Blue Marine,M,89.99,0.261,dead_stock,30,Clear before season end — 30% discount
Iconic Stripe Pants,Pants,Iconic,Men,Pale Mint,XS,130.99,0.261,dead_stock,30,Clear before season end — 30% discount
Morgex Sweatshirt,Sweatshirt,Morgex,Men,Orange Tangerine,XXL,100.99,0.262,dead_stock,30,Clear before season end — 30% discount
Patch Quilted T-Shirt,T-Shirt,Patch,Women,Navy,L,65.99,0.262,dead_stock,30,Clear before season end — 30% discount
Box Logo Half-Zip T-Shirt,T-Shirt,Box Logo,Women,Blue Marine,L,80.99,0.263,dead_stock,30,Clear before season end — 30% discount
Circular Stripe Pants,Pants,Circular,Men,Free Blue,XXL,102.99,0.264,dead_stock,30,Clear before season end — 30% discount
Geographic Print Pants,Pants,Geographic,Women,Black Beauty,S,133.99,0.264,dead_stock,30,Clear before season end — 30% discount
Iconic Half-Zip Sweatshirt,Sweatshirt,Iconic,Women,Beige Sand,XXL,160.99,0.265,dead_stock,30,Clear before season end — 30% discount
Patch Graphic Sweatshirt,Sweatshirt,Patch,Women,Orange Tangerine,XS,148.99,0.266,dead_stock,30,Clear before season end — 30% discount
Box Logo Backpack,Accessories,Box Logo,Women,Old Rose,One Size,96.99,0.267,dead_stock,30,Clear before season end — 30% discount
Iconic Half-Zip Polo,Polo,Iconic,Women,Bright Red,S,65.99,0.267,dead_stock,30,Clear before season end — 30% discount
Geographic Graphic Polo,Polo,Geographic,Men,Beige Sand,XS,102.99,0.27,dead_stock,30,Clear before season end — 30% discount
Geographic Half-Zip Polo,Polo,Geographic,Men,Green Lichen,S,91.99,0.27,dead_stock,30,Clear before season end — 30% discount
Cresta Quilted Shoes,Shoes,Cresta,Women,Old Rose,37,208.99,0.27,dead_stock,30,Clear before season end — 30% discount
Morgex Heritage Shirt,Shirt,Morgex,Women,Old Rose,L,91.99,0.27,dead_stock,30,Clear before season end — 30% discount
Circular Heritage Sweatshirt,Sweatshirt,Circular,Women,Blue Marine,XL,167.99,0.27,dead_stock,30,Clear before season end — 30% discount
Geographic Stretch T-Shirt,T-Shirt,Geographic,Men,Grey Melange,XS,36.99,0.272,dead_stock,30,Clear before season end — 30% discount
Morgex Stretch T-Shirt,T-Shirt,Morgex,Women,Petit Four,L,79.99,0.272,dead_stock,30,Clear before season end — 30% discount
Patch Stretch Shorts,Shorts,Patch,Men,Olive,XS,69.99,0.272,dead_stock,30,Clear before season end — 30% discount
Slate Heritage Shoes,Shoes,Slate,Women,Petit Four,38,172.99,0.273,dead_stock,30,Clear before season end — 30% discount
Patch Stretch Polo,Polo,Patch,Men,Yellow Sunshine,XS,89.99,0.273,dead_stock,30,Clear before season end — 30% discount
Circular Half-Zip T-Shirt,T-Shirt,Circular,Men,Caviar,XXL,73.99,0.273,dead_stock,30,Clear before season end — 30% discount
Circular Logo Sweatshirt,Sweatshirt,Circular,Women,Blue Marine,XXL,164.99,0.275,dead_stock,30,Clear before season end — 30% discount
Box Logo Quilted T-Shirt,T-Shirt,Box Logo,Women,Petit Four,XL,40.99,0.275,dead_stock,30,Clear before season end — 30% discount
Circular Stripe Shorts,Shorts,Circular,Men,Grey Melange,XL,61.99,0.277,dead_stock,30,Clear before season end — 30% discount
Wave Logo Swimwear,Swimwear,Wave,Men,Olive,L,53.99,0.278,dead_stock,30,Clear before season end — 30% discount
Patch Stripe Polo,Polo,Patch,Men,Black Beauty,XXL,105.99,0.278,dead_stock,30,Clear before season end — 30% discount
Tribe Quilted T-Shirt,T-Shirt,Tribe,Men,Orange Tangerine,S,63.99,0.28,dead_stock,30,Clear before season end — 30% discount
Box Logo Print Shorts,Shorts,Box Logo,Men,Beige Sand,XS,91.99,0.28,dead_stock,30,Clear before season end — 30% discount
